input,output
Milky Way galaxy above,The sound of crickets chirping in the distance
Milky Way galaxy above,The stars twinkling like diamonds
Milky Way galaxy above,The taste of s'mores
Milky Way galaxy above,The taste of s'mores as you roast them over the campfire
Mind wanders away,A faint smell of food cooking in the next room
Mind wanders away,A feeling of peace and contentment
Mind wanders away,A sense of calm and serenity
Mind wanders away,A song you haven't heard in a long time coming on the radio
Mind wanders away,A stray thought about a conversation you had earlier that day
Mind wanders away,The feeling of a warm breeze blowing through the trees
Mind wanders away,The feeling of the sun on your skin as you sit outside
Mind wanders away,The feeling of your body sinking into the couch cushions
Mind wanders away,The feeling of your phone buzzing in your pocket
Mind wanders away,The sight of a butterfly fluttering by
Mind wanders away,The sight of a fluffy white cat sunning itself on the windowsill
Mind wanders away,The smell of food cooking in the kitchen wafts through the house
Mind wanders away,The smell of fresh-baked bread wafting from the kitchen
Mind wanders away,The smell of fresh-baked bread wafting through the air
Mind wanders away,The smell of freshly baked cookies
Mind wanders away,The sound of a distant lawnmower
Mind wanders away,The sound of a dripping faucet
Mind wanders away,The sound of a lawnmower starting up outside your window
Mind wanders away,The sound of birds chirping outside the window
Mind wanders away,The sound of someone's voice fades into the background
Mind wanders away,The taste of a cold glass of milk
Mind wanders away,The taste of a warm cup of coffee on your lips
Mind wanders away,You absentmindedly start doodling on your notepad
Mind wanders away,You can't remember what you were talking about
Mind wanders away,You fidget and get restless
Mind wanders away,You fidget or tap your foot
Mind wanders away,You lose track of the conversation
Mind wanders away,You lose track of what the other person is saying
Mind wanders away,You stare into space
Mind wanders away,You stare out the window for an extended period of time
Mind wanders away,You start thinking about something else
Mind wanders away,You start thinking about something else entirely
Mind wanders away,You start thinking about your favorite book
Mind wanders away,You start to drool
Mind wanders away,Your eyes glaze over and you stare into space
Mind wanders away,Your mouth hangs open
Mindless channel surfing,"The sight of your favorite sitcom playing on the TV, but you're too lazy to get up and change the channel"
Mindless channel surfing,A TV screen that is filled with the faces of talking heads
Mindless channel surfing,A bag of chips crinkling as you snack on them
Mindless channel surfing,A blanket that is so comfortable that you don't want to get up
Mindless channel surfing,A bowl of popcorn that has gone stale
Mindless channel surfing,A bowl of stale popcorn
Mindless channel surfing,A couch that is so comfortable that you don't want to get up
Mindless channel surfing,A half-eaten pizza on the coffee table
Mindless channel surfing,A remote control covered in Cheeto dust
Mindless channel surfing,A remote control that is covered in Cheeto dust
Mindless channel surfing,A remote control that is covered in crumbs
Mindless channel surfing,A remote control that's covered in sticky residue from your fingers
Mindless channel surfing,A remote control with sticky buttons
Mindless channel surfing,A sofa that is covered in crumbs
Mindless channel surfing,The feeling of boredom as you realize that there's nothing good on TV
Mindless channel surfing,The feeling of boredom setting in as you realize that there's nothing good on TV
Mindless channel surfing,The feeling of boredom settling in
Mindless channel surfing,The feeling of exhaustion as you realize that you've been channel surfing for hours
Mindless channel surfing,The feeling of your eyes getting tired from staring at the TV
Mindless channel surfing,The sight of a blank TV screen
Mindless channel surfing,The sight of a blank TV screen as you finally give up and turn it off
Mindless channel surfing,The sight of a blank TV screen as you finally give up and turn the TV off
Mindless channel surfing,The smell of popcorn from a bag that has been sitting on the couch for too long
Mindless channel surfing,The smell of popcorn wafting from the kitchen
Mindless channel surfing,The smell of stale popcorn from the last time you watched a movie
Mindless channel surfing,The sound of static as you flip through channels
Mindless channel surfing,The sound of static between channels
Mindless channel surfing,The sound of the TV constantly switching between channels
Mindless channel surfing,The sound of the TV remote clicking as you flip through channels
Mindless channel surfing,The sound of the TV static
Mindless channel surfing,The sound of the dog barking at the TV
Mindless channel surfing,The sound of the remote control clicking through the channels
Mindless channel surfing,The sound of the television changing channels
Mindless channel surfing,The taste of a soda you're drinking while you channel surf
Mindless channel surfing,The taste of a stale beer that you're nursing
Mismatched buttons,A button that pops off when you try to button it
Mismatched buttons,A jacket with a button that is missing
Mismatched buttons,A jacket with buttons that are all different sizes
Mismatched buttons,A mismatched button that catches on your sweater and rips it
Mismatched buttons,A mismatched button that keeps popping off of your shirt
Mismatched buttons,A pair of jeans with buttons that are all different shapes
Mismatched buttons,A pair of pants with buttons that are all different shapes
Mismatched buttons,A shirt with mismatched buttons that makes a crinkling sound when you move
Mismatched buttons,A shirt with three buttons that are all different colors
Mismatched buttons,A shirt with two buttons that are different colors
Mismatched buttons,A slightly scratchy feeling against your skin as you button a mismatched button
Mismatched buttons,A sweater with buttons that are all different sizes
Mismatched buttons,The feel of a button that is slightly too small for the buttonhole
Mismatched buttons,The feel of a mismatched button that is slightly too big or too small for the buttonhole
Mismatched buttons,The feel of a rough button against your skin
Mismatched buttons,The satisfying click of a mismatched button being sewn onto a shirt
Mismatched buttons,The sharp prick of a needle as you sew a mismatched button onto a shirt
Mismatched buttons,The sight of a mismatched button on a perfectly tailored suit
Mismatched buttons,The sight of a mismatched button that is a different color or style than the other buttons on a shirt
Mismatched buttons,The sight of two buttons that are different colors or shapes next to each other
Mismatched buttons,The sound of a button popping off a shirt and hitting the floor
Mismatched buttons,The sound of a button popping off a shirt as you're trying to button it
Mismatched buttons,The sound of a mismatched button popping off of a shirt and hitting the floor
Mismatched buttons,The taste of a mismatched button that has been sewn onto a shirt that is made of a different material
Mismatched socks,"A pair of socks that are different colors, but somehow still work together"
Mismatched socks,"A single sock that has been left behind on the floor, looking lonely and abandoned"
Mismatched socks,"One sock is a bright, cheerful color, while the other is a dull, muted color"
Mismatched socks,"One sock is made of a soft fabric, while the other is made of a scratchy fabric"
Mismatched socks,A crumpled up pair of white athletic socks with a hole in the toe
Mismatched socks,A faint smell of sweat
Mismatched socks,A funny look from your friend when they see you wearing them
Mismatched socks,A pair of black socks that are so similar in color that they look mismatched
Mismatched socks,A pair of brown socks with blue polka dots and a pair of white socks with orange stripes
Mismatched socks,A pair of socks that have holes in them
Mismatched socks,A pair of white socks with a blue stripe and a pair of black socks with a red stripe
Mismatched socks,A single sock that has fallen down into your shoe and is now bunched up at the heel
Mismatched socks,A single white sock peeking out from beneath a pile of laundry
Mismatched socks,A slight feeling of embarrassment when you notice that you're wearing mismatched socks
Mismatched socks,A slightly scratchy feeling on your feet when you put them on
Mismatched socks,One sock is pink and the other is blue
Mismatched socks,The feeling of relief when you finally find a matching pair
Mismatched socks,The feeling of the two different textures of the socks rubbing against each other as you walk
Mismatched socks,The feeling of wearing a sock that is too big for your foot
Mismatched socks,The feeling of wearing a sock that is too tight and a sock that is too loose
Mismatched socks,The feeling of your sock sliding down your heel because it's a size too big
Mismatched socks,The sensation of the mismatched socks rubbing against each other as you walk
Mismatched socks,The sight of a toddler wearing mismatched socks as they toddle around the house
Mismatched socks,The sight of a wrinkled ankle peeking out from underneath a sock that is a size too small
Mismatched socks,The socks feel like they belong to two different people
Mismatched socks,The socks feel scratchy against your skin
Mismatched socks,The socks make you feel like you don't quite fit in
Mismatched socks,The sound of two different fabrics rubbing together as you walk
Misplaced car keys,"The sight of your car door hanging open, mocking you"
Misplaced car keys,"The sight of your car sitting in the driveway, mocking you"
Misplaced car keys,"The sight of your car sitting in the driveway, taunting you"
Misplaced car keys,"The sight of your keys sitting on the kitchen counter, where you left them yesterday"
Misplaced car keys,"The sight of your keys sitting on the kitchen counter, where you left them"
Misplaced car keys,"The sight of your keys, finally, sitting on the kitchen counter where you left them"
Misplaced car keys,"The smell of the inside of your car, which is a combination of fast food wrappers and old gym socks"
Misplaced car keys,"The smell of your car's interior, which is a combination of fast food wrappers and sweat"
Misplaced car keys,"The smell of your car's interior, which is a mix of fast food wrappers and old gym socks"
Misplaced car keys,The feeling of despair in a person's heart
Misplaced car keys,The feeling of panic as you realize that you can't find them
Misplaced car keys,The feeling of panic as you realize that you can't find your keys
Misplaced car keys,The feeling of panic as you realize that you're going to be late for work
Misplaced car keys,The feeling of relief when you finally find your keys
Misplaced car keys,The sight of a person frantically searching their car
Misplaced car keys,The sinking feeling in your stomach when you realize that you can't find your keys
Misplaced car keys,The sinking feeling in your stomach when you realize you've left your keys in the car
Misplaced car keys,The smell of a person's sweaty palms
Misplaced car keys,The sound of a frantic jingle as you search your pockets for your keys
Misplaced car keys,The sound of a frantic person rummaging through their pockets and purse
Misplaced car keys,The sound of keys jingling as you frantically search your pockets
Misplaced car keys,The sound of your heart pounding in your chest as you frantically search for your keys
Misplaced car keys,The sound of your keys jingling as you frantically search for them
Misplaced car keys,The sound of your keys jingling in your pocket as you walk out the door
Misplaced car keys,The taste of bile in your throat as you realize that you're going to be late for work
Misplaced car keys,The taste of defeat as you give up and call a locksmith
Misplaced car keys,The taste of defeat as you realize that you have to call a locksmith
Misplaced car keys,The taste of defeat in a person's mouth
Misplaced car keys,The taste of your own panic as you realize that you're going to be late for work
Missed call,"The phone buzzing insistently in your pocket, even though you've already checked it twice"
Missed call,"The smell of your phone's case, which is starting to get a little musty"
Missed call,"The sound of your phone buzzing on the table, but you're too late to answer it"
Missed call,"The temptation to call them back right away, even though you know you'll probably be interrupting them"
Missed call,A missed call notification lighting up your phone screen
Missed call,A missed call notification popping up on your Apple Watch
Missed call,A missed call notification popping up on your screen
Missed call,A sinking feeling in your stomach as you see the missed call from your boss
Missed call,A sinking feeling in your stomach when you see the missed call notification
Missed call,The buzzing of your phone as it receives a missed call
Missed call,The feeling of disappointment when you realize that the call was from a salesperson or telemarketer
Missed call,The feeling of disappointment when you realize that you missed a call
Missed call,The feeling of disappointment when you realize that you missed a call from your best friend
Missed call,The feeling of dread as you realize that you forgot to call your mom back
Missed call,The feeling of relief as you listen to the message and realize it wasn't urgent
Missed call,The feeling of your heart sinking when you see that you missed a call from someone important
Missed call,The feeling of your heart sinking when you see that you missed a call from someone you were expecting to hear from
Missed call,The pang of regret when you realize that you missed your chance to talk to them
Missed call,The sight of a missed call notification on your phone
Missed call,The sight of your phone screen displaying the name of the person who called you
Missed call,The sight of your phone screen lighting up with the name of the person who called you
Missed call,The sight of your phone's screen displaying a missed call from an unknown number
Missed call,The sinking feeling in your stomach as you realize who it was from
Missed call,The sinking feeling in your stomach when you see that it's a call from your boss
Missed call,The smell of the fresh air outside as you step out of your house to make the call back
Missed call,The sound of your heart pounding in your ears as you listen to the voicemail
Missed call,The sound of your phone buzzing and then going silent
Missed call,The sound of your phone ringing once and then going to voicemail
Missed call,The sound of your phone vibrating on the table but you're too far away to reach it in time
Missed call,The sound of your phone vibrating on your desk
Missed call,The sound of your voice mail greeting playing
Missed call,The taste of your morning coffee as you sit down to make the call back
Mist hanging in valley,"The sun glinting off the surface of the river, creating a rainbow effect"
Mist hanging in valley,"The sun shining through the mist, creating a magical, otherworldly glow"
Mist hanging in valley,A cool breeze blowing through the valley
Mist hanging in valley,A cool breeze that feels refreshing
Mist hanging in valley,A rainbow forming over the mist
Mist hanging in valley,The feel of the mist on your skin
Mist hanging in valley,The feeling of a cool breeze on your skin
Mist hanging in valley,The feeling of cool mist on your skin
Mist hanging in valley,The feeling of the cool mist on your skin
Mist hanging in valley,The feeling of the mist on your skin
Mist hanging in valley,The sight of a deer drinking from a stream
Mist hanging in valley,The sight of a rainbow emerging from the mist
Mist hanging in valley,The sight of snow-capped mountains in the distance
Mist hanging in valley,The sight of sunbeams peeking through the mist
Mist hanging in valley,The sight of the sun shining through the mist
Mist hanging in valley,The smell of damp earth
Mist hanging in valley,The smell of pine needles and damp earth
Mist hanging in valley,The smell of pine needles and dew
Mist hanging in valley,The smell of pine needles and wet rocks
Mist hanging in valley,The smell of wet earth and pine needles
Mist hanging in valley,The sound of a distant stream
Mist hanging in valley,The sound of a distant waterfall
Mist hanging in valley,The sound of a stream trickling through the valley
Mist hanging in valley,The sound of birds chirping
Mist hanging in valley,The sound of birds chirping in the trees
Mist hanging in valley,The sound of birdsong
Mist hanging in valley,The sound of birdsong echoing through the valley
Mist hanging in valley,The sound of water droplets dripping from leaves
Mist hanging in valley,The taste of fresh mountain air
Moonlit walk,A cool breeze blowing through your hair
Moonlit walk,A cool breeze on your skin
Moonlit walk,The feeling of a cool breeze on your skin
Moonlit walk,The feeling of cool air on your skin
Moonlit walk,The feeling of sand between your toes
Moonlit walk,The feeling of the cool moonlight on your skin
Moonlit walk,The light of the moon illuminating the path
Moonlit walk,The moon shining brightly in the sky
Moonlit walk,The sight of shadows cast by the trees
Moonlit walk,The sight of the moon casting a silvery glow over everything
Moonlit walk,The sight of the moon casting shadows on the ground
Moonlit walk,The sight of the stars twinkling in the sky
Moonlit walk,The silvery light of the moon illuminating the path
Moonlit walk,The smell of dew on the grass
Moonlit walk,The smell of jasmine and honeysuckle in the air
Moonlit walk,The sound of crickets chirping
Moonlit walk,The sound of crickets chirping in the distance
Moonlit walk,The sound of your footsteps crunching on dry leaves
Moonlit walk,The sound of your footsteps crunching on leaves
Moonlit walk,The sound of your footsteps crunching on the gravel
Moonlit walk,The taste of a fresh-picked berry
Moonlit walk,The taste of a fresh-picked strawberry
Moonlit walk,The taste of a warm cup of cocoa
Morning fog,"The feeling of cold, wet fog on your skin"
Morning fog,A chill in the air
Morning fog,A chill in the air that makes you want to curl up in a blanket
Morning fog,A layer of mist obscuring the view of the mountains
Morning fog,A misty silhouette of a tree against the rising sun
Morning fog,A thick blanket of fog obscuring the view of the city below
Morning fog,A thick layer of dew on the grass
Morning fog,The feeling of a cool breeze on your skin
Morning fog,The feeling of dampness on your skin
Morning fog,The feeling of your hair getting wet from the fog
Morning fog,The sight of a ghostly figure walking through the fog
Morning fog,The sight of a lone tree silhouetted against the fog
Morning fog,The sight of the sun shining through the fog
Morning fog,The sight of trees and buildings shrouded in a thick blanket of fog
Morning fog,The smell of damp earth and dew
Morning fog,The smell of damp earth and pine needles
Morning fog,The smell of dew on the grass
Morning fog,The smell of wet leaves and dew
Morning fog,The sound of a foghorn blaring in the distance
Morning fog,The sound of a foghorn blaring through the still air
Morning fog,The sound of birds chirping as they fly through the fog
Morning fog,The sound of birds chirping in the trees
Morning fog,The sound of birdsong muffled by the fog
Morning fog,The sound of foghorns blaring in the distance
Morning fog,The taste of a warm cup of coffee on a cold morning
Moss-covered rocks,"A damp, earthy smell"
Moss-covered rocks,"The feel of the cool, wet moss on your hands as you climb over the rocks"
Moss-covered rocks,"The feeling of smooth, slippery moss between your fingers"
Moss-covered rocks,"The feeling of smooth, slippery rocks underfoot"
Moss-covered rocks,"The feeling of soft, velvety moss between your toes"
Moss-covered rocks,"The smooth, slippery texture of the moss"
Moss-covered rocks,"The taste of a cold, refreshing glass of lemonade"
Moss-covered rocks,"The taste of cold, clear water trickling down your chin"
Moss-covered rocks,The feel of the moss as you brush your hand against it
Moss-covered rocks,The feel of the mossy rocks under your bare feet
Moss-covered rocks,The feeling of the moss being soft and spongy under your feet
Moss-covered rocks,The sight of a rainbow shining through the mist that rises from the rocks
Moss-covered rocks,The sight of green moss clinging to the rocks like a blanket
Moss-covered rocks,The sight of green moss growing in cracks and crevices
Moss-covered rocks,The sight of small fish swimming in the pools of water that have formed between the rocks
Moss-covered rocks,The sight of sunlight glinting off the water of the stream
Moss-covered rocks,The sight of the moss being a vibrant green color
Moss-covered rocks,The sight of the mossy rocks covered in lichen
Moss-covered rocks,The smell of damp earth
Moss-covered rocks,The smell of fresh-cut grass and pine needles
Moss-covered rocks,The smell of the earth and the moss
Moss-covered rocks,The smell of the ocean
Moss-covered rocks,The smell of wet earth
Moss-covered rocks,The smell of wet moss
Moss-covered rocks,The sound of a river rushing over the rocks
Moss-covered rocks,The sound of a stream trickling over the rocks
Moss-covered rocks,The sound of birds chirping in the trees nearby
Moss-covered rocks,The sound of dripping water
Moss-covered rocks,The sound of water dripping from the rocks
Moss-covered rocks,The sound of water dripping off of the moss
Moss-covered rocks,The sound of water dripping off of the rocks
Moss-covered rocks,The sound of waves crashing against the rocks
Moss-covered rocks,The taste of fresh water trickling down your chin
Moss-covered rocks,The taste of the moss being slightly bitter
Moss-covered rocks,The taste of the salt water on your lips
Moss-covered rocks,The taste of the water that has collected in the crevices of the mossy rocks
Mother's Day brunch,"A child running around the house, laughing"
Mother's Day brunch,"A group of women laughing and talking, enjoying each other's company"
Mother's Day brunch,"A table covered in flowers, presents, and breakfast foods"
Mother's Day brunch,"A table full of delicious breakfast foods, like eggs benedict, pancakes, and waffles"
Mother's Day brunch,"A table full of delicious food, including eggs benedict, pancakes, bacon, and waffles"
Mother's Day brunch,"A table full of delicious food, including pancakes, waffles, french toast, eggs benedict, bacon, sausage, and hash browns"
Mother's Day brunch,"A table laden with breakfast foods, including eggs, bacon, sausage, pancakes, waffles, fruit, and pastries"
Mother's Day brunch,"The smell of bacon, eggs, and pancakes cooking in the kitchen"
Mother's Day brunch,"The smell of bacon, eggs, and waffles wafting through the house"
Mother's Day brunch,"The smell of pancakes, bacon, and coffee wafting through the house"
Mother's Day brunch,A beautiful arrangement of flowers on the table
Mother's Day brunch,A beautiful bouquet of flowers on the table
Mother's Day brunch,A bouquet of flowers in a vase on the table
Mother's Day brunch,A bouquet of flowers on the table
Mother's Day brunch,A framed photo of the mother of the family
Mother's Day brunch,A framed photo of your mother on the mantel
Mother's Day brunch,A pile of presents wrapped in pink and purple paper
Mother's Day brunch,A sense of warmth and happiness
Mother's Day brunch,A smiling mother opening her gifts
Mother's Day brunch,A smiling mother surrounded by her children
Mother's Day brunch,A table full of delicious food
Mother's Day brunch,A table laden with delicious food
Mother's Day brunch,A woman wearing a festive apron and a hairnet
Mother's Day brunch,A woman wearing a festive apron and smiling at her family
Mother's Day brunch,The smell of bacon and eggs cooking in the kitchen
Mother's Day brunch,The smell of bacon and eggs sizzling in a pan
Mother's Day brunch,The smell of fresh-baked pastries
Mother's Day brunch,The smell of fresh-baked pastries and coffee
Mother's Day brunch,The smell of fresh-baked pastries and mimosas
Mother's Day brunch,The sound of children running around and laughing
Mother's Day brunch,The sound of children running around and playing
Mother's Day brunch,The sound of children squealing with delight as they open presents
Mother's Day brunch,The sound of clinking glasses and silverware
Mother's Day brunch,The sound of laughter and conversation
Mountain peak,"A cold, biting wind"
Mountain peak,"The sight of a vast, open landscape"
Mountain peak,"The taste of a cold, refreshing drink of water"
Mountain peak,A carpet of pine needles
Mountain peak,A patch of snow that has survived the summer heat
Mountain peak,A strong wind that whips your hair around your face
Mountain peak,A stunning view of the valley below
Mountain peak,A view of a valley below that stretches for miles
Mountain peak,A view of the valley below that takes your breath away
Mountain peak,A view that stretches for miles in every direction
Mountain peak,The feeling of accomplishment after reaching the summit
Mountain peak,The feeling of the sun on your face
Mountain peak,The feeling of the sun on your face and the wind in your hair
Mountain peak,The feeling of the wind whipping through your hair
Mountain peak,The sight of a majestic mountain range
Mountain peak,The sight of a stunning view of the valley below
Mountain peak,The sight of snow-capped peaks and the vast blue sky
Mountain peak,The smell of pine needles
Mountain peak,The smell of pine needles and fresh air
Mountain peak,The smell of pine needles and wildflowers
Mountain peak,The sound of a distant waterfall
Mountain peak,The sound of a marmot whistling at you
Mountain peak,The sound of birdsong
Mountain peak,The sound of wind howling through the trees
Mountain peak,The sound of wind whipping through the trees
Mountain peak,The sound of wind whistling through the trees
Mountain peak,The taste of a scone with fresh whipped cream
Mountain peak,The taste of a scone you just baked at the mountaintop cafe
Mountain peak,The taste of fresh mountain air
Mountain retreat,A cozy cabin with a fireplace
Mountain retreat,A view of a snow-capped mountain range
Mountain retreat,A view of snow-capped mountains from your bedroom window
Mountain retreat,A warm cup of cocoa in your hands
Mountain retreat,A warm fire crackling in the fireplace
Mountain retreat,A warm mug of cocoa by the fireside
Mountain retreat,A warm mug of hot chocolate in your hands
Mountain retreat,The feel of warm sunshine on your skin
Mountain retreat,The feeling of a soft down comforter against your skin
Mountain retreat,The feeling of a warm breeze blowing through your hair
Mountain retreat,The feeling of crisp mountain air on your skin
Mountain retreat,The feeling of the sun on your skin as you hike through the woods
Mountain retreat,The feeling of warm sunlight on your skin
Mountain retreat,The sight of a bald eagle soaring overhead
Mountain retreat,The sight of snow-capped mountains
Mountain retreat,The sight of snow-capped mountains in the distance
Mountain retreat,The sight of snow-capped peaks in the distance
Mountain retreat,The smell of pine needles
Mountain retreat,The smell of pine needles and campfire smoke
Mountain retreat,The smell of pine needles and fresh air
Mountain retreat,The smell of woodsmoke and pine needles
Mountain retreat,The sound of a babbling brook
Mountain retreat,The sound of a loon calling from a nearby lake
Mountain retreat,The sound of a loon calling out across the lake
Mountain retreat,The sound of a river gently cascading over rocks
Mountain retreat,The sound of a river rushing through a gorge
Mountain retreat,The sound of a river rushing through the valley
Mountain retreat,The sound of birdsong
Mountain retreat,The taste of a freshly baked scone
Mountain retreat,The taste of fresh mountain air
Mountain retreat,The taste of fresh-baked scones
Mountain retreat,The taste of hot chocolate by a campfire
Mountain retreat,The taste of s'mores roasted over a campfire
Mountain vistas ahead,A cool breeze blowing through your hair
Mountain vistas ahead,A feeling of awe and wonder as you take in the beauty of the mountains
Mountain vistas ahead,The feeling of crisp air on your skin
Mountain vistas ahead,The feeling of the sun on your face
Mountain vistas ahead,The feeling of the sun on your face and the wind in your hair
Mountain vistas ahead,The feeling of the wind whipping through your hair
Mountain vistas ahead,The feeling of warm sunlight on your skin
Mountain vistas ahead,The feeling of your hiking boots sinking into soft dirt
Mountain vistas ahead,The sight of a bald eagle soaring majestically through the sky
Mountain vistas ahead,The sight of snow-capped mountains in the distance
Mountain vistas ahead,The sight of snow-capped peaks
Mountain vistas ahead,The sight of snow-capped peaks and the sound of birds singing in the trees
Mountain vistas ahead,The sight of snow-capped peaks in the distance
Mountain vistas ahead,The smell of pine needles
Mountain vistas ahead,The smell of pine needles and fresh air
Mountain vistas ahead,The smell of pine needles and the sound of a stream rushing through the valley
Mountain vistas ahead,The smell of pine trees
Mountain vistas ahead,The smell of pine trees and fresh air
Mountain vistas ahead,The sound of a babbling brook
Mountain vistas ahead,The sound of a river rushing
Mountain vistas ahead,The sound of a river rushing through a valley below
Mountain vistas ahead,The sound of wind whipping through the trees
Mountain vistas ahead,The sound of wind whistling through the trees
Mountain vistas ahead,The sun glinting off the snow-capped peaks
Mountain vistas ahead,The taste of a delicious home-cooked meal after a long day of hiking
Mountain vistas ahead,The taste of a fresh apple
Mountain vistas ahead,The taste of a scone with fresh fruit from the farmer's market
Mountain vistas ahead,The taste of fresh mountain air
Mountain vistas ahead,The taste of fresh mountain air and the feeling of being at peace
Mountain vistas ahead,The taste of s'mores cooked over a campfire
Movie night on couch,A blanket wrapped around your shoulders
Movie night on couch,A dog curled up at your feet
Movie night on couch,A dog snoring softly on the floor
Movie night on couch,A glass of wine in your hand
Movie night on couch,The feel of the soft couch cushions against your back
Movie night on couch,The feeling of a warm blanket and a cold drink
Movie night on couch,The feeling of a warm blanket and fuzzy socks
Movie night on couch,The feeling of a warm blanket wrapped around your shoulders
Movie night on couch,The feeling of soft blankets and pillows
Movie night on couch,The feeling of the soft couch cushions against your back
Movie night on couch,The sight of a flickering TV screen
Movie night on couch,The sight of the flickering light of the TV screen
Movie night on couch,The sight of the movie projected on the big screen
Movie night on couch,The sight of your favorite movie playing on the TV
Movie night on couch,The sight of your favorite movie playing on the screen
Movie night on couch,The smell of butter and salt wafting through the house
Movie night on couch,The smell of popcorn and butter
Movie night on couch,The smell of popcorn wafting through the house
Movie night on couch,The sound of laughter and cheering from the movie
Movie night on couch,The sound of popcorn popping in the microwave
Movie night on couch,The sound of the movie playing
Movie night on couch,The sound of the movie soundtrack filling the room
Movie night on couch,The sound of the movie's opening credits
Movie night on couch,The sound of the opening credits
Movie night on couch,The sound of the popcorn machine popping
Movie night on couch,The sound of the popcorn popping in the microwave
Movie night on couch,The taste of a cold glass of milk
Movie night on couch,The taste of buttery popcorn
Movie night on couch,The taste of candy and soda
Movie night on couch,The taste of chocolate chip cookies
Movie night on couch,The taste of cold soda
Movie night on couch,The taste of the ice cold soda you're drinking
Movie night,"The sight of people sitting in a dark theater, engrossed in the movie"
Movie night,A blanket that is too small
Movie night,A bowl of candy on the coffee table
Movie night,A dog snoring softly on the couch
Movie night,A giant projector screen
Movie night,A group of friends laughing and talking
Movie night,A group of friends laughing and talking in hushed tones
Movie night,Popcorn kernels popping in the microwave
Movie night,Popcorn popping in the microwave
Movie night,The darkness of the theater and the bright light of the projector screen
Movie night,The feeling of a blanket wrapped around you on a chilly night
Movie night,The feeling of anticipation as the movie begins
Movie night,The feeling of excitement and anticipation
Movie night,The feeling of snuggling up in a blanket with a loved one
Movie night,The feeling of your feet getting cold on the carpet
Movie night,The feeling of your feet up on the couch and a blanket draped over you
Movie night,The sight of a group of friends gathered around a big screen
Movie night,The sight of your favorite movie playing on the screen
Movie night,The sight of your friends enjoying themselves
Movie night,The smell of butter and salt
Movie night,The smell of butter and salt wafting through the house
Movie night,The smell of popcorn and butter
Movie night,The smell of popcorn and butter wafting through the air
Movie night,The smell of popcorn wafting through the air
Movie night,The sound of a projector whirring to life
Movie night,The sound of laughter and conversation as people settle into their seats
Movie night,The sound of the crowd laughing at a funny part of the movie
Movie night,The sound of the movie projector whirring
Movie night,The sound of the opening credits
Movie night,The sound of the opening credits rolling
Movie night,The sound of the projector whirring to life
Movie night,The taste of a cold drink and a chocolate chip cookie
Movie night,The taste of a cold glass of milk
Movie night,The taste of a hot chocolate with marshmallows
Muffled city sounds,"The sound of a distant car horn, but you can't tell what direction it's coming from"
Muffled city sounds,"The sound of a dog barking, but you can't see the dog"
Muffled city sounds,"The sound of a dog barking, but you can't tell where it's coming from"
Muffled city sounds,"The sound of a siren, but you can't tell if it's getting closer or farther away"
Muffled city sounds,"The sound of people chatting in a restaurant, but you can't make out what they're saying"
Muffled city sounds,"The sound of people talking on the street, but you can't make out what they're saying"
Muffled city sounds,"The sound of people walking by on the sidewalk, muffled by the walls of the building"
Muffled city sounds,A distant honk of a car horn
Muffled city sounds,The distant honk of a car horn
Muffled city sounds,The distant honking of a car horn
Muffled city sounds,The distant sound of car horns honking
Muffled city sounds,The distant sound of honking cars
Muffled city sounds,The faint sound of a siren
Muffled city sounds,The faint sound of people shouting
Muffled city sounds,The rumble of a passing subway train
Muffled city sounds,The rumble of a train in the distance
Muffled city sounds,The smell of car exhaust
Muffled city sounds,The smell of car exhaust and street food
Muffled city sounds,The smell of exhaust fumes
Muffled city sounds,The sound of a distant car alarm
Muffled city sounds,The sound of a distant car horn
Muffled city sounds,The sound of a dog barking
Muffled city sounds,The sound of a dog barking from behind a closed door
Muffled city sounds,The sound of a dog barking in the distance
Muffled city sounds,The sound of a siren in the distance
Muffled city sounds,The sound of a siren wailing in the distance
Muffled city sounds,The sound of a train passing by
Muffled city sounds,The sound of construction equipment rumbling in the distance
Muffled city sounds,The sound of people talking in a foreign language
Muffled city sounds,The sound of people walking by on the sidewalk
Muffled city sounds,The sound of people's footsteps on the sidewalk
Museum exhibit glow,"A security guard patrolling the exhibit, wearing a reflective vest"
Museum exhibit glow,"A sign that says ""Do not touch the exhibits"""
Museum exhibit glow,"A sign that says ""Do not touch"""
Museum exhibit glow,A dimly lit room lit by a few spotlights
Museum exhibit glow,A dimly lit room with a single spotlight illuminating a piece of art
Museum exhibit glow,A diorama of a dinosaur skeleton illuminated by a spotlight
Museum exhibit glow,A display of ancient artifacts lit up by spotlights
Museum exhibit glow,A glass case filled with taxidermied animals
Museum exhibit glow,A hushed silence as visitors observe the exhibit
Museum exhibit glow,A hushed silence that is broken only by the occasional cough
Museum exhibit glow,A musty smell from the old books in the library
Museum exhibit glow,A musty smell from the old paintings
Museum exhibit glow,A musty smell that reminds you of old books
Museum exhibit glow,A security guard gently polishing a glass display case
Museum exhibit glow,A security guard patrolling the empty halls
Museum exhibit glow,A security guard telling you that you can't take pictures
Museum exhibit glow,A tiny speck of dust floating in the air
Museum exhibit glow,The eerie glow of a diorama of a dinosaur skeleton
Museum exhibit glow,The feel of smooth marble and glass surfaces
Museum exhibit glow,The feeling of cold marble underfoot
Museum exhibit glow,The feeling of goose bumps as you step into the darkened room
